ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг
Іван Тетяниш,True,178,175,135,164.2
Максим Максиміш,True,162,163,168,164.1
Віктор Вікторіїш,False,170,157,163,164.0
Марія Неборачко,True,164,177,151,164.0
Людмила Вікторіш,True,143,187,169,164.0
Марія Іваниш,True,154,147,194,163.9
Олександр Дмитришенко,True,191,183,108,163.70000000000002
Анастасія Алібіба,False,176,188,123,163.70000000000002
Іван Ковтун,True,197,153,130,163.70000000000002
Андрій Ковтун,True,194,184,103,163.70000000000002
Олексій Катериниш,False,140,171,188,163.7
Артем Маріїш,True,199,131,149,163.6
Софія Дмитришенко,False,171,138,179,163.5
Михайло Ковтун,True,147,197,152,163.5
Тетяна Ярославиш,True,194,183,103,163.4
Сергій Дмитришенко,False,167,190,132,163.4
Тетяна Тетяниш,False,155,142,196,163.39999999999998
Ірина Олегіш,False,142,155,200,163.3
Іванна Михайлиш,False,153,151,189,163.2
Артем Михайлиш,True,176,157,152,163.1
Ярослав Анниш,True,190,112,178,163.0
Іван Артеміш,False,150,188,155,162.9
Марія Ганниш,False,182,135,165,162.8
Анатолій Людмилиш,False,176,190,118,162.8
Ганна Олександріш,False,155,172,164,162.79999999999998
Ганна Анатоліїш,False,181,198,103,162.70000000000002
Андрій Загвойко,True,198,164,114,162.6
Іванна Катериниш,True,165,134,188,162.6
Артем Наталіїш,True,141,185,169,162.6
Анастасія Максиміш,True,192,193,199,194.4
Петро Неборачко,True,195,195,185,192.0
Ірина Ігоріш,True,196,195,183,191.8
Олена Ярославиш,True,186,193,198,191.70000000000002
Тетяна Вікторіш,True,196,193,184,191.5
Віктор Олександріш,True,199,180,192,191.20000000000002
Тетяна Сергіїш,True,197,200,172,190.4
Дмитро Вікторіїш,True,178,200,194,189.39999999999998
Олександр Софіїш,True,179,197,195,189.2
Максим Володимириш,True,191,196,177,188.29999999999998
Оксана Ілляш,True,177,191,199,187.79999999999998
Ілля Володимириш,True,196,182,180,187.0
Іван Олександріш,True,198,172,184,186.0
Дмитро Ігоріш,True,192,177,186,185.7
Ганна Іриниш,True,199,155,198,185.5
Наталія Іванниш,True,200,196,155,185.3
Дмитро Вікторіш,True,177,195,185,184.8
Андрій Алібіба,True,190,185,177,184.6
Михайло Іриниш,True,190,199,162,184.29999999999998
Оксана Ганниш,True,197,198,153,184.10000000000002
Анатолій Вікторіш,True,172,199,185,184.0
Лідія Наталіїш,True,196,187,164,183.7
Анна Дмитріш,True,180,187,185,183.6
Анна Ілляш,True,174,181,197,183.0
Лідія Олександріш,True,166,197,190,182.5
Ігор Людмилиш,True,192,190,161,182.10000000000002
Андрій Оксаниш,True,195,199,148,182.1
Олександр Олениш,True,175,184,189,181.89999999999998
Ілля Артеміш,True,189,176,177,181.5
Ольга Олегіш,True,174,179,194,181.5
Софія Ніниш,True,191,160,190,181.4
Олексій Дмитріш,True,196,151,192,181.3
Ірина Ковтун,True,172,192,183,181.29999999999998
Іван Дмитришенко,True,188,193,157,180.2
Ганна Тетяниш,True,191,194,151,179.89999999999998
Олексій Іваниш,True,139,198,196,173.8
Марія Лідіїш,False,136,192,195,170.5
Іванна Дмитріш,True,134,196,190,169.4
Петро Анниш,True,139,188,187,168.1
Анастасія Богданіш,True,133,200,183,168.1
Марія Дмитришенко,True,123,195,196,166.5
Ярослав Іваниш,True,133,200,175,165.7
Богдан Дмитріш,True,127,188,195,165.7
Вікторія Максиміш,False,138,194,174,165.6
Олександр Алібіба,False,130,180,197,165.1
Ілля Олексіїш,False,132,188,186,165.0
Марта Богданіш,True,136,169,197,164.2
Наталія Олениш,True,139,171,190,163.9
Ярослав Тетяниш,False,114,194,199,163.5
Петро Загвойко,False,113,196,198,163.4
Анастасія Ніниш,False,132,189,179,163.2
Марія Іванниш,False,131,169,200,163.1
Анна Іванниш,False,139,178,179,162.7
Володимир Ярославиш,True,132,187,179,162.6
Дмитро Богданіш,False,197,144,135,162.5
Анастасія Артеміш,True,161,166,161,162.5
Лідія Неборачко,False,182,192,107,162.49999999999997
Лідія Ковтун,True,166,176,144,162.4
Ольга Іриниш,False,184,187,109,162.4
Ярослава Оксаниш,False,191,153,133,162.20000000000002
Юлія Андріїш,True,164,163,159,162.2
Сергій Оксаниш,False,188,109,181,162.2
Олексій Загвойко,True,185,127,167,162.2
Марта Тарасіш,True,158,176,154,162.2
Дмитро Сергіїш,False,125,179,195,162.2
Тетяна Богданіш,False,166,161,158,162.1
Ольга Анниш,False,166,127,192,162.1
Ірина Богданіш,False,160,191,136,162.1
Вікторія Тетяниш,True,138,174,182,162.0
Тарас Іваниш,True,171,113,199,162.0
Ганна Софіїш,True,194,138,143,161.9
Наталія Анниш,True,146,200,145,161.9
Вікторія Маріїш,False,142,192,158,161.8
Ярослава Ярославиш,False,169,190,124,161.8
Артем Анатоліїш,False,151,184,154,161.79999999999998
Ольга Дмитріш,True,195,177,102,161.7
Олексій Сергіїш,True,159,135,192,161.7
Анастасія Іванниш,True,116,194,190,161.6
Андрій Максиміш,True,161,154,170,161.6
Тетяна Іриниш,True,140,176,176,161.6
Катерина Ярославиш,False,175,178,127,161.5
Віктор Оксаниш,False,189,162,124,161.4
Анатолій Ярославиш,True,171,155,155,161.4
Софія Софіїш,True,183,159,135,161.4
Тарас Алібіба,True,143,185,162,161.3
Павло Петріш,True,188,162,125,161.3
Ярослава Іриниш,True,139,170,182,161.2
Анастасія Олегіш,False,133,196,164,161.2
Роман Софіїш,False,133,176,184,161.2
Вікторія Ніниш,True,190,147,137,161.2
Сергій Лідіїш,True,177,146,155,161.1
Анастасія Вікторіш,False,141,151,198,161.1
Олексій Неборачко,False,183,116,177,161.1
Іванна Лідіїш,False,167,179,135,161.0
Марія Анатоліїш,True,137,183,171,161.0
Наталія Ярославіш,False,179,174,124,161.0
Тарас Тетяниш,True,191,169,113,161.0
Артем Артеміш,True,193,128,151,160.89999999999998
Катерина Вікторіш,False,120,190,186,160.8
Павло Людмилиш,False,138,174,178,160.8
Наталія Максиміш,False,120,200,176,160.8
Артем Петріш,False,171,147,161,160.8
Юлія Михайлиш,False,188,100,185,160.7
Олена Дмитришенко,True,175,131,171,160.6
Дмитро Анатоліїш,True,148,146,192,160.6
Наталія Тетяниш,True,124,191,179,160.6
Вікторія Ілляш,False,145,173,169,160.6
Олег Сергіїш,False,131,183,177,160.4
Олексій Оксаниш,True,182,185,107,160.4
Тарас Михайлиш,False,158,175,149,160.4
Анатолій Наталіїш,True,194,162,114,160.4
Олена Оксаниш,True,128,185,179,160.4
Іванна Оксаниш,True,167,188,124,160.39999999999998
Анна Неборачко,False,184,102,187,160.3
Тарас Лідіїш,False,139,199,150,160.3
Оксана Ярославіш,True,178,181,116,160.3
Петро Ярославиш,False,133,158,199,160.29999999999998
Ілля Алібіба,False,144,192,150,160.2
Сергій Романіш,True,168,129,181,160.2
Софія Наталіїш,False,144,190,152,160.2
Олексій Богданіш,False,153,170,160,160.2
Михайло Богданіш,True,185,109,178,160.1
Лідія Ніниш,True,173,118,185,160.1
Олена Іриниш,False,167,164,147,160.1
Юлія Олениш,False,169,182,126,160.0
Ярослав Тарасіш,True,172,137,167,160.0
Роман Артеміш,False,163,126,190,160.0
Богдан Михайлиш,False,189,127,154,159.9
Катерина Товтиш,False,183,165,124,159.9
Ганна Сергіїш,False,186,128,157,159.9
Павло Вікторіш,False,186,167,118,159.9
Петро Іриниш,False,180,167,126,159.89999999999998
Дмитро Дмитріш,True,195,124,149,159.89999999999998
Катерина Ганниш,True,134,163,191,159.8
Артем Тетяниш,True,167,185,125,159.8
Ігор Наталіїш,False,172,148,155,159.7
Вікторія Дмитріш,True,145,147,192,159.7
Віктор Олегіш,False,154,133,194,159.7
Петро Ніниш,False,151,155,176,159.7
Ніна Тарасіш,False,123,174,194,159.6
Роман Іриниш,False,185,131,154,159.5
Ольга Наталіїш,False,113,184,197,159.5
Михайло Романіш,False,149,195,138,159.5
Ганна Олегіш,True,146,191,146,159.5
Дмитро Олениш,True,128,190,171,159.5
Ігор Андріїш,True,173,191,110,159.5
Ніна Олексіїш,True,127,170,192,159.4
Марта Романіш,True,184,159,127,159.4
Ярослава Софіїш,True,168,128,179,159.29999999999998
Сергій Ганниш,False,200,161,103,159.20000000000002
Віктор Дмитришенко,True,194,152,120,159.20000000000002
Іван Товтиш,False,179,157,135,159.20000000000002
Юлія Лідіїш,False,161,131,185,159.2
Михайло Ярославіш,False,149,150,182,159.2
Ольга Вікторіїш,True,185,127,157,159.2
Олексій Наталіїш,True,200,141,123,159.2
Іван Неборачко,False,134,189,163,159.2
Ніна Анатоліїш,True,163,177,136,159.10000000000002
Віктор Неборачко,False,193,159,114,159.1
Ольга Ганниш,True,156,168,154,159.0
Володимир Катериниш,False,198,106,160,159.0
Анатолій Дмитріш,False,198,134,132,159.0
Олександр Іриниш,False,171,157,145,159.0
Володимир Богданіш,True,168,183,123,159.0
Ірина Максиміш,True,119,183,188,158.9
Катерина Олегіш,True,197,136,131,158.9
Ірина Загвойко,False,173,161,138,158.9
Тетяна Дмитришенко,False,155,154,169,158.89999999999998
Михайло Вікторіїш,True,130,157,199,158.79999999999998
Богдан Ігоріш,False,132,164,189,158.7
Роман Анниш,True,188,164,114,158.6
Роман Загвойко,False,156,146,174,158.4
Лідія Андріїш,False,177,160,132,158.4
Анатолій Загвойко,False,159,121,195,158.4
Роман Оксаниш,False,190,129,145,158.2
Максим Софіїш,True,190,164,110,158.2
Ігор Богданіш,False,172,127,171,158.2
Олексій Алібіба,False,136,197,149,158.2
Катерина Іванниш,False,181,149,137,158.2
Олена Алібіба,False,156,133,186,158.10000000000002
Володимир Анниш,True,141,159,180,158.1
Ольга Анатоліїш,False,147,154,177,158.1
Павло Романіш,False,147,156,175,158.1
Сергій Максиміш,True,147,151,180,158.1
Ілля Іванниш,True,161,177,135,158.0
Ігор Олександріш,True,122,179,185,158.0
Анна Наталіїш,True,149,166,162,158.0
Лідія Романіш,True,164,197,111,158.0
Олена Олексіїш,False,106,190,195,157.9
Олексій Ніниш,True,181,126,159,157.9
Ганна Наталіїш,False,159,148,166,157.8
Олег Артеміш,True,141,200,138,157.8
Дмитро Дмитришенко,True,153,175,147,157.8
Лідія Сергіїш,False,108,191,191,157.8
Наталія Ніниш,False,194,101,166,157.7
Михайло Катериниш,True,160,180,132,157.6
Анастасія Анатоліїш,False,127,189,167,157.6
Вікторія Іваниш,False,151,155,169,157.6
Ніна Алібіба,False,177,141,148,157.5
Юлія Наталіїш,False,136,161,182,157.3
Юлія Ярославиш,True,142,138,197,157.3
Олена Сергіїш,False,156,143,173,157.20000000000002
Олена Ярославіш,False,168,109,191,157.2
Ольга Неборачко,False,113,178,195,157.1
Анатолій Олександріш,True,131,160,189,157.1
Павло Олександріш,True,116,175,194,157.1
Богдан Ярославіш,False,121,165,197,157.0
Андрій Вікторіш,True,127,174,180,157.0
Олег Максиміш,True,181,131,151,157.0
Михайло Олегіш,False,193,107,159,157.0
Максим Іриниш,False,148,167,159,157.0
Богдан Неборачко,True,126,176,179,156.9
Ярослава Максиміш,True,123,180,179,156.9
Софія Вікторіїш,False,177,162,125,156.9
Олена Анниш,True,177,113,174,156.89999999999998
Марія Ярославіш,False,170,100,196,156.8
Ярослава Анатоліїш,False,164,104,200,156.8
Анна Алібіба,False,125,156,200,156.8
Богдан Лідіїш,True,134,197,147,156.79999999999998
Тетяна Михайлиш,True,157,192,121,156.7
Оксана Вікторіїш,True,157,181,132,156.7
Тетяна Загвойко,False,196,106,155,156.7
Олександр Анниш,True,145,174,155,156.7
Ілля Катериниш,False,126,193,161,156.60000000000002
Ганна Ніниш,True,153,123,195,156.6
Ігор Анниш,True,111,176,198,156.6
Ольга Вікторіш,False,122,172,187,156.5
Роман Михайлиш,True,200,127,128,156.5
Вікторія Олегіш,False,175,130,158,156.4
Дмитро Оксаниш,False,148,147,177,156.4
Марія Олениш,False,139,159,177,156.4
Дмитро Анниш,False,177,120,165,156.3
Дмитро Лідіїш,False,108,179,198,156.3
Ірина Іваниш,False,129,192,157,156.29999999999998
Дмитро Тарасіш,True,161,143,163,156.20000000000002
Сергій Петріш,False,197,114,144,156.2
Богдан Ілляш,False,137,166,172,156.2
Ярослав Михайлиш,False,158,158,152,156.2
Вікторія Олениш,False,158,200,110,156.2
Наталія Іриниш,False,181,110,169,156.1
Людмила Дмитріш,True,163,135,168,156.1
Ярослава Ковтун,True,178,181,102,156.1
Софія Ковтун,True,142,141,190,156.1
Ігор Ярославиш,True,135,157,183,156.0
Ярослава Ніниш,True,150,154,166,156.0
Володимир Іванниш,True,129,166,182,156.0
Марта Петріш,False,189,130,138,156.0
Ніна Максиміш,False,197,120,137,155.9
Оксана Катериниш,True,173,181,108,155.9
Іванна Іваниш,True,200,119,134,155.89999999999998
Андрій Андріїш,False,148,194,128,155.8
Володимир Дмитріш,True,175,131,155,155.8
Анатолій Петріш,False,172,161,129,155.79999999999998
Іван Іриниш,False,182,141,135,155.6
Артем Алібіба,True,149,161,159,155.6
Ганна Катериниш,False,139,182,151,155.5
Володимир Андріїш,True,156,152,158,155.4
Марта Ігоріш,False,164,192,107,155.3
Богдан Загвойко,True,149,156,163,155.3
Тетяна Маріїш,False,188,119,148,155.3
Анатолій Богданіш,True,167,181,114,155.29999999999998
Михайло Товтиш,False,155,114,197,155.29999999999998
Ніна Іванниш,True,178,144,136,155.2
Ганна Ярославіш,True,103,198,182,155.2
Наталія Ковтун,True,169,101,191,155.2
Павло Неборачко,False,170,124,166,155.0
Тарас Артеміш,False,134,141,197,155.0
Артем Оксаниш,True,167,128,166,155.0
Андрій Вікторіїш,False,112,182,185,154.9
Софія Михайлиш,False,190,101,162,154.9
Оксана Іваниш,False,154,144,167,154.9
Ганна Романіш,False,196,119,136,154.89999999999998
Сергій Вікторіш,True,138,171,161,154.8
Тетяна Наталіїш,False,189,150,114,154.8
Оксана Максиміш,False,123,179,173,154.8
Катерина Іваниш,False,185,137,132,154.7
Андрій Дмитришенко,True,146,140,181,154.7
Роман Вікторіїш,False,200,112,137,154.7
Андрій Тетяниш,False,143,164,161,154.7
Оксана Ярославиш,False,113,186,179,154.7
Наталія Михайлиш,True,137,174,159,154.7
Оксана Андріїш,False,186,128,139,154.5
Тетяна Олениш,True,135,157,178,154.5
Володимир Олегіш,True,135,198,137,154.5
Павло Богданіш,True,110,200,168,154.4
Людмила Ганниш,False,128,155,189,154.4
Віктор Ярославиш,True,185,157,111,154.39999999999998
Марія Олександріш,False,172,119,166,154.3
Ілля Михайлиш,True,142,163,162,154.3
